Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID
US-2017-108700,2017-05-19,2017-05-23,Standard Class,PJ-18835,61107-000001
CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,19143-000001
CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,98026-000001
CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,94122-000001
US-2014-107405,2014-03-21,2014-03-25,Standard Class,TS-21205,28806-000001
CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,90032-000001
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,85254-000001
CA-2014-107706,2014-02-14,2014-02-19,Second Class,ST-20530,77095-000001
CA-2016-122448,2016-06-09,2016-06-14,Standard Class,DB-13210,94109-000001
CA-2014-132451,2014-09-26,2014-09-27,First Class,KF-16285,92105-000001
CA-2016-158547,2016-05-30,2016-06-04,Standard Class,JM-16195,45011-000001
CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,80134-000001
CA-2017-121741,2017-12-26,2017-12-26,Same Day,YC-21895,68025-000001
CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,55369-000001
CA-2016-121356,2016-11-20,2016-11-24,Standard Class,SJ-20500,19711-000001
CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,33180-000001
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,92105-000001
CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,33142-000001
CA-2014-107573,2014-12-12,2014-12-17,Standard Class,PB-19150,33178-000001
CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,78207-000001
CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,32216-000001
CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,77070-000001
CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,94122-000001
CA-2015-113523,2015-09-04,2015-09-08,Standard Class,SC-20440,19140-000001
CA-2017-117821,2017-06-12,2017-06-16,Standard Class,HG-15025,43302-000001
CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,10024-000001
CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,19140-000001
US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,90036-000001
CA-2016-150000,2016-04-08,2016-04-14,Standard Class,PG-18820,30080-000001
CA-2015-168529,2015-10-08,2015-10-12,Standard Class,MB-17305,94122-000001
US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,60653-000001
US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,97504-000001
CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,10009-000001
US-2016-138408,2016-11-18,2016-11-21,Second Class,KC-16255,35810-000001
CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,19134-000001
CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,95051-000001
CA-2016-147123,2016-12-10,2016-12-12,First Class,SJ-20125,90805-000001
CA-2017-154501,2017-04-30,2017-05-05,Standard Class,EA-14035,90008-000001
CA-2017-166933,2017-04-24,2017-04-28,Standard Class,MG-17890,93101-000001
CA-2015-142055,2015-05-08,2015-05-10,First Class,AB-10255,10009-000001
CA-2015-137106,2015-03-31,2015-04-04,Standard Class,SC-20260,32216-000001
CA-2017-136609,2017-08-06,2017-08-11,Standard Class,TB-21355,75104-000001
CA-2017-160885,2017-12-02,2017-12-06,Standard Class,JK-16090,68104-000001
US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,72209-000001
CA-2015-120551,2015-04-13,2015-04-20,Standard Class,SS-20590,68701-000001
US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,60653-000001
CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,85705-000001
CA-2017-102967,2017-09-22,2017-09-26,Standard Class,MG-17890,3301-000001
CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,84020-000001
CA-2014-159800,2014-11-28,2014-12-01,First Class,SG-20470,94109-000001
US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,77036-000001
CA-2017-116113,2017-10-02,2017-10-06,Second Class,JW-15220,36116-000001
CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,39212-000001
US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,89031-000001
CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,30318-000001
CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,60610-000001
CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,43229-000001
CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,91104-000001
CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,90004-000001
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,20735-000001
CA-2016-161158,2016-05-09,2016-05-13,Standard Class,PS-18970,10024-000001
CA-2014-116673,2014-12-15,2014-12-19,Second Class,JO-15280,92037-000001
CA-2017-105333,2017-11-30,2017-12-04,Standard Class,VP-21730,10011-000001
CA-2015-149993,2015-03-19,2015-03-20,First Class,GA-14725,93534-000001
CA-2014-168158,2014-07-19,2014-07-24,Standard Class,EM-14140,59405-000001
CA-2016-115224,2016-12-08,2016-12-11,Second Class,DB-13615,94110-000001
CA-2014-164742,2014-10-13,2014-10-18,Second Class,ML-17395,8701-000001
US-2017-108014,2017-11-19,2017-11-25,Standard Class,JH-15430,44105-000001
CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,1841-000001
CA-2015-159779,2015-09-25,2015-09-29,Standard Class,SB-20185,3301-000001
CA-2017-151176,2017-02-13,2017-02-20,Standard Class,SV-20785,21215-000001
CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,43229-000001
CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,77041-000001
CA-2015-142475,2015-12-03,2015-12-07,Standard Class,BS-11380,10011-000001
CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,27405-000001
CA-2017-105193,2017-03-25,2017-03-31,Standard Class,JL-15835,10024-000001
CA-2015-168634,2015-12-06,2015-12-11,Standard Class,AF-10870,94109-000001
CA-2017-117198,2017-08-31,2017-09-05,Standard Class,BG-11035,71203-000001
CA-2015-145828,2015-10-05,2015-10-07,First Class,MB-17305,45231-000001
CA-2017-121027,2017-08-18,2017-08-22,Standard Class,HW-14935,98105-000001
CA-2016-147431,2016-02-02,2016-02-07,Standard Class,AB-10105,10011-000001
CA-2016-158001,2016-08-23,2016-08-27,Standard Class,JP-15460,10035-000001
CA-2017-125745,2017-06-30,2017-07-04,Standard Class,DV-13045,38109-000001
CA-2015-101154,2015-09-18,2015-09-21,First Class,CM-12190,92105-000001
US-2016-124163,2016-09-25,2016-09-30,Standard Class,SC-20695,54601-000001
CA-2016-121748,2016-10-24,2016-10-28,Second Class,VW-21775,90032-000001
CA-2014-126683,2014-09-29,2014-10-01,Second Class,PP-18955,98115-000001
CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,33180-000001
US-2016-146066,2016-08-21,2016-08-23,Second Class,RB-19465,19143-000001
CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,23320-000001
CA-2016-101742,2016-09-23,2016-09-28,Second Class,CR-12580,10009-000001
CA-2015-134943,2015-12-05,2015-12-06,First Class,SU-20665,48104-000001
CA-2017-123022,2017-09-03,2017-09-08,Standard Class,SC-20050,91941-000001
CA-2017-113208,2017-03-26,2017-04-02,Standard Class,ML-18040,48126-000001
CA-2014-154893,2014-12-21,2014-12-27,Standard Class,GM-14440,92024-000001
CA-2014-147900,2014-09-23,2014-09-28,Standard Class,JK-15640,44107-000001
CA-2017-106355,2017-04-02,2017-04-05,First Class,AT-10435,6450-000001
CA-2016-127985,2016-04-01,2016-04-05,Second Class,DB-12910,31907-000001
CA-2015-166604,2015-05-15,2015-05-20,Second Class,AH-10690,30076-000001
CA-2017-120719,2017-03-23,2017-03-26,First Class,SJ-20125,98105-000001
CA-2017-127117,2017-04-14,2017-04-19,Standard Class,HM-14860,7960-000001
CA-2015-104241,2015-01-04,2015-01-09,Standard Class,AG-10495,22304-000001
CA-2017-168179,2017-11-02,2017-11-07,Standard Class,JB-16000,84106-000001
CA-2017-142342,2017-07-17,2017-07-19,Second Class,AJ-10795,92307-000001
CA-2017-109099,2017-10-06,2017-10-11,Standard Class,MM-18280,10009-000001
US-2014-134187,2014-11-04,2014-11-11,Standard Class,TH-21235,90805-000001
CA-2016-145261,2016-12-18,2016-12-21,First Class,AH-10120,97301-000001
CA-2016-108875,2016-09-24,2016-10-01,Standard Class,CL-12700,80013-000001
CA-2016-141957,2016-07-21,2016-07-21,Same Day,JG-15310,43055-000001
CA-2016-142405,2016-06-11,2016-06-15,Standard Class,SE-20110,98103-000001
CA-2015-141012,2015-06-09,2015-06-11,Second Class,TG-21640,83201-000001
CA-2017-127922,2017-10-27,2017-11-03,Standard Class,SH-19975,75081-000001
CA-2016-146318,2016-01-22,2016-01-27,Standard Class,MC-17275,98105-000001
CA-2014-135993,2014-05-28,2014-06-02,Standard Class,PJ-18835,98115-000001
CA-2014-126802,2014-12-29,2015-01-05,Standard Class,ZC-21910,60610-000001
CA-2016-143924,2016-07-28,2016-08-03,Standard Class,SC-20680,49423-000001
CA-2016-141551,2016-09-24,2016-09-30,Standard Class,BP-11230,74012-000001
CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,30605-000001
CA-2015-131072,2015-11-05,2015-11-05,Same Day,KL-16645,98105-000001
CA-2014-131541,2014-07-28,2014-07-28,Same Day,CK-12205,32712-000001
CA-2015-119550,2015-12-26,2015-12-31,Standard Class,RB-19705,77070-000001
US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,21215-000001
CA-2016-126165,2016-05-05,2016-05-07,Second Class,AH-10465,94109-000001
CA-2017-126123,2017-10-14,2017-10-18,Standard Class,AG-10765,60623-000001
CA-2016-143441,2016-11-05,2016-11-05,Same Day,EB-14170,78041-000001
CA-2017-148320,2017-11-03,2017-11-08,Standard Class,PG-18895,94109-000001
CA-2016-125661,2016-11-24,2016-11-26,First Class,CA-12055,44105-000001
US-2014-123519,2014-12-14,2014-12-21,Standard Class,SS-20875,43302-000001
CA-2014-155593,2014-11-03,2014-11-08,Standard Class,RP-19390,6824-000001
CA-2017-136000,2017-09-22,2017-09-25,Second Class,SC-20440,10009-000001
US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,10024-000001
CA-2017-115805,2017-07-31,2017-07-31,Same Day,KW-16435,60653-000001
US-2014-143707,2014-03-01,2014-03-05,Standard Class,HR-14770,10035-000001
CA-2017-116939,2017-09-25,2017-09-29,Standard Class,AG-10900,23223-000001
CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,48104-000001
CA-2017-126550,2017-03-29,2017-04-02,Second Class,RD-19720,47905-000001
CA-2015-138674,2015-11-14,2015-11-17,First Class,KB-16585,97477-000001
CA-2016-165820,2016-09-26,2016-09-30,Standard Class,DW-13585,94109-000001
CA-2014-103191,2014-09-22,2014-09-27,Standard Class,VG-21805,60653-000001
CA-2015-103933,2015-09-25,2015-09-27,First Class,DR-12880,10011-000001
CA-2015-110548,2015-05-04,2015-05-08,Standard Class,AH-10690,77095-000001
CA-2017-117324,2017-12-08,2017-12-13,Standard Class,JP-15520,53711-000001
CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,6460-000001
CA-2014-111773,2014-06-29,2014-07-03,Standard Class,JK-15625,10024-000001
CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,90049-000001
CA-2017-156139,2016-12-31,2017-01-06,Standard Class,BP-11155,94109-000001
US-2017-147886,2017-03-28,2017-03-31,First Class,DH-13075,94533-000001
CA-2016-113733,2016-12-08,2016-12-12,Standard Class,LH-16900,27834-000001
CA-2017-104913,2017-11-18,2017-11-22,Standard Class,DK-13090,11561-000001
CA-2014-145800,2014-05-30,2014-06-05,Standard Class,SS-20410,60089-000001
CA-2016-125850,2016-01-22,2016-01-28,Standard Class,FP-14320,92037-000001
CA-2016-118514,2016-02-03,2016-02-10,Standard Class,LC-17050,40475-000001
CA-2015-150749,2015-03-29,2015-04-03,Second Class,AS-10240,22153-000001
CA-2014-163748,2014-10-14,2014-10-18,Standard Class,HG-15025,76106-000001
CA-2015-119634,2015-08-11,2015-08-16,Standard Class,BW-11065,27604-000001
CA-2015-149300,2015-11-22,2015-11-23,First Class,BH-11710,33012-000001
US-2016-111528,2016-12-30,2016-12-30,Same Day,JP-16135,90032-000001
CA-2017-158169,2017-08-12,2017-08-15,First Class,JM-16195,92630-000001
CA-2015-162047,2015-11-03,2015-11-05,First Class,FH-14365,11561-000001
CA-2015-117772,2015-09-10,2015-09-12,Second Class,MC-17575,98103-000001
US-2014-126340,2014-11-08,2014-11-14,Standard Class,EB-13870,96003-000001
CA-2016-149685,2016-10-08,2016-10-15,Standard Class,PM-19135,78207-000001
CA-2017-126396,2017-09-08,2017-09-12,Second Class,AR-10345,77070-000001
CA-2015-154900,2015-02-25,2015-03-01,Standard Class,SS-20875,1453-000001
CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,90032-000001
CA-2015-158939,2015-11-26,2015-12-01,Standard Class,EA-14035,65807-000001
CA-2016-117408,2016-08-31,2016-09-06,Standard Class,TP-21130,76706-000001
CA-2016-142398,2016-04-12,2016-04-16,Standard Class,BP-11290,90036-000001
CA-2016-105277,2016-12-04,2016-12-08,Standard Class,LM-17065,13021-000001
CA-2016-112060,2016-12-04,2016-12-09,Standard Class,KT-16465,94109-000001
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,90008-000001
US-2015-159513,2015-04-02,2015-04-09,Standard Class,JD-15790,90049-000001
CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,95928-000001
CA-2017-141117,2017-10-02,2017-10-08,Standard Class,JK-16090,97477-000001
CA-2017-115070,2017-04-10,2017-04-14,Second Class,MG-18205,32216-000001
CA-2017-140186,2017-09-29,2017-10-02,First Class,PG-18820,93309-000001
CA-2014-124856,2014-09-29,2014-10-03,Second Class,LD-17005,10011-000001
CA-2014-166716,2014-08-20,2014-08-25,Second Class,CR-12730,60610-000001
CA-2014-123225,2014-07-11,2014-07-14,First Class,MN-17935,79907-000001
CA-2015-163440,2015-03-22,2015-03-24,First Class,RD-19900,91360-000001
US-2017-106796,2017-05-12,2017-05-19,Standard Class,JP-16135,45503-000001
CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,75220-000001
CA-2016-149783,2016-09-04,2016-09-07,Second Class,DL-13315,37918-000001
CA-2016-125017,2016-02-06,2016-02-11,Standard Class,KB-16240,37421-000001
US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,92037-000001
CA-2015-150196,2015-07-02,2015-07-03,First Class,SR-20740,10024-000001
US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,33614-000001
CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501-000001
CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,94122-000001
CA-2014-115056,2014-05-02,2014-05-02,Same Day,AR-10510,43229-000001
CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,10035-000001
CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,47374-000001
CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,92105-000001
CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,28027-000001
CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,33178-000001
CA-2017-133207,2017-11-27,2017-12-03,Standard Class,DO-13645,90036-000001
CA-2015-132948,2015-03-27,2015-04-03,Standard Class,MV-17485,98115-000001
CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,22204-000001
CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105-000001
CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113-000001
US-2014-138835,2014-09-10,2014-09-14,Standard Class,DA-13450,23464-000001
CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,75220-000001
US-2017-153255,2017-09-03,2017-09-07,Second Class,JK-15730,94521-000001
CA-2015-108119,2015-11-01,2015-11-08,Standard Class,MS-17530,72032-000001
CA-2015-157434,2015-04-29,2015-05-04,Second Class,JK-15640,19120-000001
CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,72209-000001
US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,6450-000001
CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,19143-000001
CA-2016-152247,2016-11-07,2016-11-12,Standard Class,MA-17995,82001-000001
CA-2016-128223,2016-06-14,2016-06-14,Same Day,EB-13705,92804-000001
CA-2016-154235,2016-09-24,2016-09-28,Standard Class,RD-19900,47401-000001
CA-2017-129910,2017-03-30,2017-04-03,Standard Class,ME-17320,31907-000001
CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,72401-000001
CA-2015-130554,2015-04-07,2015-04-09,First Class,FM-14290,19140-000001
CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,1841-000001
CA-2016-133319,2016-09-05,2016-09-11,Standard Class,MV-17485,10011-000001
CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,92105-000001
CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,94109-000001
US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,94110-000001
CA-2017-151596,2017-10-08,2017-10-11,First Class,BP-11050,2920-000001
CA-2015-147879,2015-05-07,2015-05-12,Standard Class,CC-12220,42301-000001
CA-2016-166625,2016-04-14,2016-04-17,First Class,JM-15580,21215-000001
CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,60610-000001
CA-2017-159954,2017-09-10,2017-09-14,Standard Class,SS-20410,30318-000001
CA-2017-100825,2017-09-09,2017-09-14,Standard Class,KD-16495,90036-000001
CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,90049-000001
CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,47374-000001
CA-2017-108000,2017-01-12,2017-01-16,Standard Class,LS-16945,94110-000001
CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,94122-000001
CA-2016-159639,2016-11-27,2016-12-02,Standard Class,PC-18745,7090-000001
US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122-000001
US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,95123-000001
CA-2016-155383,2016-12-17,2016-12-22,Standard Class,SC-20680,98115-000001
CA-2014-120432,2014-08-24,2014-08-26,Second Class,DW-13585,42301-000001
US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035-000001
CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,10011-000001
CA-2017-146458,2017-11-19,2017-11-22,Second Class,RB-19435,22153-000001
CA-2017-150420,2017-06-03,2017-06-08,Standard Class,GD-14590,98226-000001
US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,35601-000001
CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,72701-000001
US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120-000001
CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,98103-000001
CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,75023-000001
CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,90049-000001
CA-2016-151092,2016-08-06,2016-08-13,Standard Class,VG-21790,90032-000001
CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,90036-000001
CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,50315-000001
CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,38671-000001
US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,77041-000001
US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,10009-000001
CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,19601-000001
CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,94109-000001
CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,90045-000001
CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,90004-000001
CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,94109-000001
CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,10009-000001
CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,92105-000001
CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,10024-000001
CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,10011-000001
CA-2016-135636,2016-10-08,2016-10-13,Standard Class,DB-13615,28205-000001
CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,66212-000001
CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,85204-000001
CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,74133-000001
CA-2016-114895,2016-11-21,2016-11-28,Standard Class,MV-18190,10035-000001
CA-2017-112984,2017-09-16,2017-09-18,Second Class,EH-14185,19143-000001
CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,39401-000001
US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,90049-000001
CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,43229-000001
US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,83605-000001
CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,85023-000001
US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,33142-000001
CA-2017-107244,2017-09-07,2017-09-11,Standard Class,AG-10390,90004-000001
CA-2015-100657,2015-11-02,2015-11-07,Standard Class,SW-20245,12180-000001
